PERIOD_ID,PRODUCT_PACK_COUNT,PRODUCT_PACK_SIZE,PRODUCT_ID,PRODUCT_NM,PRODUCT_DESC,PRODUCT_ATTR1,PRODUCT_ATTR2,PRODUCT_ATTR3,PRODUCT_ATTR4,PRODUCT_ATTR5,PRODUCT_ATTR6,PRODUCT_ATTR7,IS_OWN_MANUFACTURER,ACV_NUM_DISTRIBUTION,ACV_WTD_DISTRIBUTION,RESELLER_ID,RETAILER_ID,RETAILER_LEVEL1_NM,RETAILER_LEVEL2_NM,RETAILER_LEVEL3_NM,RETAILER_SEGMENT1_NM,RETAILER_SEGMENT2_NM,RETAILER_SEGMENT3_NM,RETAILER_ATTR1,RETAILER_ATTR2,RETAILER_ATTR3,RETAILER_METRIC_1,RETAILER_METRIC_2,RETAILER_METRIC_3,LOCATION_ID,LOCATION_HIER_1_LVL1_NM,LOCATION_HIER_1_LVL1_SHORT_NM,LOCATION_HIER_1_LVL2_NM,LOCATION_HIER_1_LVL2_SHORT_NM,LOCATION_HIER_1_LVL3_NM,LOCATION_HIER_1_LVL3_SHORT_NM,LOCATION_HIER_1_LVL4_NM,LOCATION_HIER_1_LVL4_SHORT_NM,LOCATION_HIER_2_LVL1_NM,LOCATION_HIER_2_LVL1_SHORT_NM,LOCATION_HIER_2_LVL2_NM,LOCATION_HIER_2_LVL2_SHORT_NM,LOCATION_HIER_2_LVL3_NM,LOCATION_HIER_2_LVL3_SHORT_NM,LOCATION_HIER_2_LVL4_NM,LOCATION_HIER_2_LVL4_SHORT_NM,LOCATION_ATTR1,LOCATION_ATTR2,LOCATION_ATTR3,LOCATION_METRIC_1,LOCATION_METRIC_2,LOCATION_METRIC_3,LOCATION_DATE_1,LOCATION_DATE_2,LOCATION_DATE_3,PPG_ID,PPG_NM,BRAND_NM,SUBBRAND_NM,PRODUCT_CATEGORY,PRODUCT_PACK_COUNT_UOM,PRODUCT_IS_SS,PRODUCT_IS_MULTIPACK,PRODUCT_PACK_SIZE_UOM,PRODUCT_UNIT_SIZE,PRODUCT_UNIT_SIZE_UOM,PRODUCT_HIER_1_LVL1_NM,PRODUCT_HIER_1_LVL2_NM,PRODUCT_HIER_1_LVL3_NM,PRODUCT_HIER_1_LVL4_NM,PRODUCT_HIER_2_LVL1_NM,PRODUCT_HIER_2_LVL2_NM,PRODUCT_HIER_2_LVL3_NM,PRODUCT_HIER_2_LVL4_NM,PRODUCT_ATTR8,PRODUCT_ATTR9,PRODUCT_ATTR10,PRODUCT_METRIC_1,PRODUCT_METRIC_2,PRODUCT_METRIC_3,CHANNEL_NM,SUBCHANNEL_NM,MANUFACTURER_NM,UNIT_OF_MEASUREMENT,REGULAR_SALES_UNITS,PROMO_SALES_UNITS,NET_SALES_UNITS,REGULAR_SALES_VOLUME,PROMO_SALES_VOLUME,NET_SALES_VOLUME,REGULAR_SALES,PROMO_SALES,BASELINE_SALES,BASELINE_VOLUME,BASELINE_UNIT,NET_SALES_WITH_TAXES,NET_SALES_WITHOUT_TAXES,ACV_ANY_PROMO,ACV_FEATURE,ACV_DISPLAY,ACV_FEATURE_AND_DISPLAY,ACV_TPR,ACV_TPR_ONLY,ACV_SPECIAL_PACK,ACV_FREE_QUANTITY_ONLY,ACV_PR_WITH_FREE_QUANTITY_ONLY,ACV_FEATURE_ALL_PERCENT_ACV,ACV_DISPLAY_ALL_PERCENT_ACV,TOTAL_DISTRIBUTION_POINTS,PROMO_SALES_ANY_PROMO,PROMO_SALES_WITH_FEATURE_DISPLAY,PROMO_SALES_DISPLAY_WITHOUT_FEATURE,PROMO_SALES_FEATURE_WITHOUT_DISPLAY,PROMO_SALES_PR_WITH_FREE_QUANTITY_ONLY,PROMO_SALES_PR_WITH_STD_PACK_ONLY,PROMO_SALES_TPR_ANY,PROMO_SALES_TPR_ONLY,PROMO_SALES_SPECIAL_PACK,PROMO_SALES_FREE_QUANTITY_ONLY,PROMO_UNITS_WITH_FEATURE_DISPLAY,PROMO_UNITS_ANY_PROMO,PROMO_UNITS_FEATURE_WITHOUT_DISPLAY,PROMO_UNITS_DISPLAY_WITHOUT_FEATURE,PROMO_UNITS_TPR_ANY,PROMO_UNITS_TPR_ONLY,PROMO_UNITS_SPECIAL_PACK,PROMO_UNITS_FREE_QUANTITY_ONLY,PROMO_UNITS_PR_WITH_FREE_QUANTITY_ONLY,PROMO_VOLUME_ANY_PROMO,PROMO_VOLUME_FEATURE_WITHOUT_DISPLAY,PROMO_VOLUME_DISPLAY_WITHOUT_FEATURE,PROMO_VOLUME_TPR_ANY,PROMO_VOLUME_TPR_ONLY,PROMO_VOLUME_SPECIAL_PACK,PROMO_VOLUME_FREE_QUANTITY_ONLY,PROMO_VOLUME_PR_WITH_FREE_QUANTITY_ONLY,PROMO_VOLUME_FEATURE_DISPLAY,POS_TRANSACTION_ATTR1,POS_TRANSACTION_ATTR2,POS_TRANSACTION_ATTR3,POS_TRANSACTION_ATTR4,POS_TRANSACTION_ATTR5,POS_TRANSACTION_METRIC_1,POS_TRANSACTION_METRIC_2,POS_TRANSACTION_METRIC_3,PACK_TYPE,SEGMENT_NAME,POS_TRANSACTION_METRIC_4,POS_TRANSACTION_METRIC_5,PERIOD_START_DATE,PERIOD_END_DATE,WEEK_NM,QUARTER_NM,MONTH_NM,YEAR_NM,CURRENCY_NM,CLIENT_PPG_ID,CLIENT_PPG_NAME
6/19/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,39.446,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2123.415,400.585,2524,74319.513,14020.487,88340,14647.413,2335.597,15569.04,79658.887,2275.968,16983.01,16983.01,5.975,0,4.057,0,0,1.918,0,0,0,-4.057,4.057,0,2335.597,0,1865.074,0,0,0,0,470.523,0,0,0,400.585,0,249.325,0,151.261,0,0,0,14020.487,0,8726.363,0,5294.124,0,0,0,0,35,35,,CHECK,NA,88340,176680,39.446,NA,NA,4.057,0,6/13/2021,6/19/2021,2021W24,2021Q2,2021M06,Y2021,USD,NA,NA
6/26/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,42.152,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2103.061,543.939,2647,73607.136,19037.864,92645,15346.938,2755.032,17817.99,88878.983,2539.4,18101.97,18101.97,6.324,0,2.148,0,0,4.177,0,0,0,-2.148,2.148,0,2755.032,0,925.664,0,0,0,0,1829.368,0,0,0,543.939,0,113.48,0,430.459,0,0,0,19037.864,0,3971.81,0,15066.054,0,0,0,0,35,35,,CHECK,NA,92645,185290,42.152,NA,NA,2.148,0,6/20/2021,6/26/2021,2021W25,2021Q2,2021M06,Y2021,USD,NA,NA
7/3/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,45.707,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2300.319,649.681,2950,80511.148,22738.852,103250,16485.349,3968.901,21373.95,104756.358,2993.039,20454.25,20454.25,8.185,0,4.32,0,0,3.866,0,0,0,-4.32,4.32,0,3968.901,0,2335.468,0,0,0,0,1633.433,0,0,0,649.681,0,295.524,0,354.158,0,0,0,22738.852,0,10343.33,0,12395.522,0,0,0,0,35,35,,CHECK,NA,103250,206500,45.707,NA,NA,4.32,0,6/27/2021,7/3/2021,2021W26,2021Q3,2021M07,Y2021,USD,NA,NA
7/10/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,43.427,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2331.446,313.554,2645,81600.593,10974.407,92575,16763.918,1649.002,23558.37,113766.895,3250.483,18412.92,18412.92,5.228,0,2.139,0,0,3.089,0,0,0,-2.139,2.139,0,1649.002,0,1042.204,0,0,0,0,606.798,0,0,0,313.554,0,155.158,0,158.396,0,0,0,10974.407,0,5430.536,0,5543.871,0,0,0,0,35,35,,CHECK,NA,92575,185150,43.427,NA,NA,2.139,0,7/4/2021,7/10/2021,2021W27,2021Q3,2021M07,Y2021,USD,NA,NA
7/17/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,48.578,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2691.477,342.523,3034,94201.7,11988.3,106190,19383.871,2248.879,26755.17,127913.216,3654.663,21632.75,21632.75,4.998,0,2.922,0,0,2.076,0,0,0,-2.922,2.922,0,2248.879,0,1591.949,0,0,0,0,656.93,0,0,0,342.523,0,204.526,0,137.997,0,0,0,11988.3,0,7158.411,0,4829.889,0,0,0,0,35,35,,CHECK,NA,106190,212380,48.578,NA,NA,2.922,0,7/11/2021,7/17/2021,2021W28,2021Q3,2021M07,Y2021,USD,NA,NA
7/24/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,50.337,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2929.658,516.342,3446,102538.037,18071.963,120610,20994.686,3684.944,30264.57,143068.023,4087.658,24679.63,24679.63,6.641,0,4.333,0,0,2.308,0,0,0,-4.333,4.333,0,3684.944,0,2615.072,0,0,0,0,1069.872,0,0,0,516.342,0,351.005,0,165.337,0,0,0,18071.963,0,12285.185,0,5786.778,0,0,0,0,35,35,,CHECK,NA,120610,241220,50.337,NA,NA,4.333,0,7/18/2021,7/24/2021,2021W29,2021Q3,2021M07,Y2021,USD,NA,NA
7/31/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,55.814,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3761.002,356.998,4118,131635.061,12494.939,144130,27302.662,2436.048,34577.17,162491.413,4642.612,29738.71,29738.71,4.943,0,3.38,0,0,1.563,0,0,0,-3.38,3.38,0,2436.048,0,1746.321,0,0,0,0,689.727,0,0,0,356.998,0,226.431,0,130.567,0,0,0,12494.939,0,7925.079,0,4569.86,0,0,0,0,35,35,,CHECK,NA,144130,288260,55.814,NA,NA,3.38,0,7/25/2021,7/31/2021,2021W30,2021Q3,2021M07,Y2021,USD,NA,NA
8/3/2019,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,0.024,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,1,0,1,35,0,35,7.97,0,7.97,35,1,7.97,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,,CHECK,NA,35,70,0.024,NA,NA,0,0,7/28/2019,8/3/2019,2019W31,2019Q3,2019M08,Y2019,USD,NA,NA
8/7/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,65.534,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,4734.388,1180.612,5915,165703.579,41321.421,207025,34949.582,8473.598,41151.68,191749.824,5478.566,43423.18,43423.18,10.229,0,9.273,0,0,0.956,0,0,0,-9.273,9.273,0,8473.598,0,7692.452,0,0,0,0,781.146,0,0,0,1180.612,0,1033.858,0,146.754,0,0,0,41321.421,0,36185.045,0,5136.376,0,0,0,0,35,35,,CHECK,NA,207025,414050,65.534,NA,NA,9.273,0,8/1/2021,8/7/2021,2021W31,2021Q3,2021M08,Y2021,USD,NA,NA
8/8/2020,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,0.021,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,2,0,2,70,0,70,10,0,10,70,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,,CHECK,NA,70,140,0.021,NA,NA,0,0,8/2/2020,8/8/2020,2020W32,2020Q3,2020M08,Y2020,USD,NA,NA
8/14/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,71.273,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,5065.878,1818.122,6884,177305.713,63634.287,240940,38649.712,13323.258,51292.2,237302.412,6780.069,51972.97,51972.97,17.479,0,16.158,0,0,1.321,0,0,0,-16.158,16.158,0,13323.258,0,12296.645,0,0,0,0,1026.614,0,0,0,1818.122,0,1651.86,0,166.262,0,0,0,63634.287,0,57815.117,0,5819.169,0,0,0,0,35,35,,CHECK,NA,240940,481880,71.273,NA,NA,16.158,0,8/8/2021,8/14/2021,2021W32,2021Q3,2021M08,Y2021,USD,NA,NA
8/21/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,71.499,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,5349.978,2303.022,7653,187249.228,80605.772,267855,41532.557,16902.503,57272.22,263817.362,7537.639,58435.06,58435.06,18.435,0,17.278,0,0,1.157,0,0,0,-17.278,17.278,0,16902.503,0,16224.725,0,0,0,0,677.778,0,0,0,2303.022,0,2186.143,0,116.879,0,0,0,80605.772,0,76515.015,0,4090.757,0,0,0,0,35,35,,CHECK,NA,267855,535710,71.499,NA,NA,17.278,0,8/15/2021,8/21/2021,2021W33,2021Q3,2021M08,Y2021,USD,NA,NA
8/28/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,70.97,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,4738.632,2252.368,6991,165852.124,78832.876,244685,36843.145,16395.285,52139.13,238775.495,6822.157,53238.43,53238.43,21.116,0,17.908,0,0,3.207,0,0,0,-17.908,17.908,0,16395.285,0,13366.279,0,0,0,0,3029.006,0,0,0,2252.368,0,1778.92,0,473.448,0,0,0,78832.876,0,62262.194,0,16570.682,0,0,0,0,35,35,,CHECK,NA,244685,489370,70.97,NA,NA,17.908,0,8/22/2021,8/28/2021,2021W34,2021Q3,2021M08,Y2021,USD,NA,NA
9/4/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,66.28,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3912.903,1906.097,5819,136951.592,66713.408,203665,30474.017,13736.883,44132.28,201137.612,5746.789,44210.9,44210.9,18.21,0,15.315,0,0,2.896,0,0,0,-15.315,15.315,0,13736.883,0,11124.398,0,0,0,0,2612.485,0,0,0,1906.097,0,1448.072,0,458.025,0,0,0,66713.408,0,50682.532,0,16030.876,0,0,0,0,35,35,,CHECK,NA,203665,407330,66.28,NA,NA,15.315,0,8/29/2021,9/4/2021,2021W35,2021Q3,2021M09,Y2021,USD,NA,NA
9/11/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,62.314,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3836.456,1081.544,4918,134275.947,37854.053,172130,29673.71,8148.06,41545.27,189014.221,5400.406,37821.77,37821.77,12.227,0,11.338,0,0,0.889,0,0,0,-11.338,11.338,0,8148.06,0,7587.83,0,0,0,0,560.23,0,0,0,1081.544,0,987.091,0,94.453,0,0,0,37854.053,0,34548.182,0,3305.871,0,0,0,0,35,35,,CHECK,NA,172130,344260,62.314,NA,NA,11.338,0,9/5/2021,9/11/2021,2021W36,2021Q3,2021M09,Y2021,USD,NA,NA
9/18/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,63.824,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3921.689,1113.311,5035,137259.11,38965.89,176225,30465.541,8052.339,37791.38,171591.455,4902.613,38517.88,38517.88,12.685,0,11.334,0,0,1.351,0,0,0,-11.334,11.334,0,8052.339,0,7519.325,0,0,0,0,533.014,0,0,0,1113.311,0,986.149,0,127.162,0,0,0,38965.89,0,34515.21,0,4450.68,0,0,0,0,35,35,,CHECK,NA,176225,352450,63.824,NA,NA,11.334,0,9/12/2021,9/18/2021,2021W37,2021Q3,2021M09,Y2021,USD,NA,NA
9/25/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,61.474,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3544.909,956.091,4501,124071.823,33463.177,157535,27831.741,7025.789,38707.96,175634.571,5018.131,34857.53,34857.53,11.491,0,10.11,0,0,1.382,0,0,0,-10.11,10.11,0,7025.789,0,5952.755,0,0,0,0,1073.034,0,0,0,956.091,0,758.755,0,197.336,0,0,0,33463.177,0,26556.425,0,6906.753,0,0,0,0,35,35,,CHECK,NA,157535,315070,61.474,NA,NA,10.11,0,9/19/2021,9/25/2021,2021W38,2021Q3,2021M09,Y2021,USD,NA,NA
10/2/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,59.42,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3556.259,636.741,4193,124469.079,22285.921,146755,27413.181,4873.109,35730.2,161567.277,4616.208,32286.29,32286.29,7.611,0,6.856,0,0,0.755,0,0,0,-6.856,6.856,0,4873.109,0,4584.631,0,0,0,0,288.478,0,0,0,636.741,0,576.176,0,60.565,0,0,0,22285.921,0,20166.159,0,2119.762,0,0,0,0,35,35,,CHECK,NA,146755,293510,59.42,NA,NA,6.856,0,9/26/2021,10/2/2021,2021W39,2021Q4,2021M10,Y2021,USD,NA,NA
10/9/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,58.421,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3519.038,597.962,4117,123166.337,20928.663,144095,27196.024,4619.286,35115.63,158713.387,4534.668,31815.31,31815.31,6.401,0,6.056,0,0,0.345,0,0,0,-6.056,6.056,0,4619.286,0,4533.71,0,0,0,0,85.576,0,0,0,597.962,0,561.541,0,36.421,0,0,0,20928.663,0,19653.926,0,1274.737,0,0,0,0,35,35,,CHECK,NA,144095,288190,58.421,NA,NA,6.056,0,10/3/2021,10/9/2021,2021W40,2021Q4,2021M10,Y2021,USD,NA,NA
10/16/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,54.449,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3035.288,600.712,3636,106235.082,21024.918,127260,23827.992,4291.008,30863.85,139385.883,3982.454,28119,28119,6.144,0,5.756,0,0,0.388,0,0,0,-5.756,5.756,0,4291.008,0,3935.214,0,0,0,0,355.793,0,0,0,600.712,0,502.805,0,97.907,0,0,0,21024.918,0,17598.189,0,3426.729,0,0,0,0,35,35,,CHECK,NA,127260,254520,54.449,NA,NA,5.756,0,10/10/2021,10/16/2021,2021W41,2021Q4,2021M10,Y2021,USD,NA,NA
10/23/2021,1,70,PPG9,Product9,Product9,ATTR3,ATTR3,ATTR3,ATTR3,ATTR3,2,NA,N,0,54.584,NA,Retailer 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,Brand3,SB3,Cat A,COUNT,NA,NA,COUNT,70,COUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,Manufacturer 2,COUNT,3259.105,282.895,3542,114068.659,9901.341,123970,25152.088,2230.732,29530.23,133064.288,3801.837,27382.82,27382.82,5.114,0,5.114,0,0,0,0,0,0,-5.114,5.114,0,2230.732,0,2230.732,0,0,0,0,0,0,0,0,282.895,0,282.895,0,0,0,0,0,9901.341,0,9901.341,0,0,0,0,0,0,35,35,,CHECK,NA,123970,247940,54.584,NA,NA,5.114,0,10/17/2021,10/23/2021,2021W42,2021Q4,2021M10,Y2021,USD,NA,NA
